uid,file_name,x0,y0,x1,y1,family,genus,species
43143,G000080_R.avi.31782.png,858,400,1119,574,Lethrinidae,Lethrinus,variegatus
43144,G000080_L.avi.32064.png,799,625,1051,793,Lethrinidae,Lethrinus,variegatus
43145,G000080_R.avi.31831.png,504,615,754,782,Lethrinidae,Lethrinus,variegatus
43146,G000080_L.avi.32077.png,1142,671,1473,892,Lethrinidae,Lethrinus,variegatus
43150,G000080_L.avi.32182.png,821,328,1121,528,Lethrinidae,Lethrinus,variegatus
43151,G000080_R.avi.31949.png,415,326,729,536,Lethrinidae,Lethrinus,variegatus
43152,G000080_L.avi.39566.png,766,841,1084,1053,Serranidae,Epinephelus,rivulatus
43153,G000080_R.avi.39333.png,664,832,979,1042,Serranidae,Epinephelus,rivulatus
43154,G000080_L.avi.52411.png,763,582,1160,847,Lethrinidae,Lethrinus,atkinsoni
43156,G000080_L.avi.52469.png,1369,689,1617,854,Lethrinidae,Lethrinus,atkinsoni
43157,G000080_R.avi.52236.png,1250,649,1519,828,Lethrinidae,Lethrinus,atkinsoni
43158,G000080_L.avi.52473.png,1195,561,1540,791,Lethrinidae,Lethrinus,atkinsoni
43159,G000080_R.avi.52240.png,935,534,1277,762,Lethrinidae,Lethrinus,atkinsoni
43160,G000080_L.avi.52479.png,314,735,671,973,Lethrinidae,Lethrinus,atkinsoni
43161,G000080_R.avi.52246.png,180,755,507,973,Lethrinidae,Lethrinus,atkinsoni
43162,G000080_L.avi.54615.png,1650,243,1821,358,Pomacentridae,Chromis,viridis
43163,G000080_R.avi.54382.png,1029,173,1199,287,Pomacentridae,Chromis,viridis
43164,G000080_L.avi.57416.png,164,827,359,957,Labridae,Thalassoma,lutescens
43165,G000080_R.avi.57183.png,54,851,217,961,Labridae,Thalassoma,lutescens
43166,G000080_L.avi.57647.png,30,854,182,956,Labridae,Thalassoma,lutescens
43167,G000080_R.avi.57414.png,-15,873,121,964,Labridae,Thalassoma,lutescens
43169,G000080_R.avi.57474.png,1525,755,1704,875,Labridae,Thalassoma,lutescens
43171,G000080_R.avi.57485.png,1114,772,1312,904,Labridae,Thalassoma,lutescens
43172,G000080_L.avi.62267.png,-19,696,242,871,Labridae,Hologymnosus,annulatus
43173,G000080_R.avi.62034.png,5,729,250,892,Labridae,Hologymnosus,annulatus
43175,G000080_R.avi.62937.png,251,781,632,1035,Labridae,Hologymnosus,annulatus
43176,G000080_L.avi.67986.png,687,791,787,858,Pomacentridae,Pomacentrus,vaiuli
43179,G000080_R.avi.71840.png,398,253,567,366,Pomacentridae,Abudefduf,sexfasciatus
43180,G000080_L.avi.72098.png,422,807,624,941,Pomacentridae,Abudefduf,sexfasciatus
43181,G000080_R.avi.71865.png,203,813,399,944,Pomacentridae,Abudefduf,sexfasciatus
43182,G000080_L.avi.72129.png,88,225,205,303,Pomacentridae,Abudefduf,sexfasciatus
43183,G000080_R.avi.71896.png,96,293,214,371,Pomacentridae,Abudefduf,sexfasciatus
43186,G000080_L.avi.72161.png,228,816,434,953,Pomacentridae,Abudefduf,sexfasciatus
43187,G000080_R.avi.71928.png,88,831,276,957,Pomacentridae,Abudefduf,sexfasciatus
43188,G000080_L.avi.72162.png,138,696,286,795,Pomacentridae,Abudefduf,sexfasciatus
43189,G000080_R.avi.71929.png,50,725,190,819,Pomacentridae,Abudefduf,sexfasciatus
43190,G000080_L.avi.72189.png,-11,492,133,588,Pomacentridae,Abudefduf,sexfasciatus
43191,G000080_R.avi.71956.png,36,546,169,634,Pomacentridae,Abudefduf,sexfasciatus
43193,G000080_R.avi.71989.png,429,274,578,373,Pomacentridae,Abudefduf,sexfasciatus
43194,G000080_L.avi.72269.png,103,476,261,582,Pomacentridae,Abudefduf,sexfasciatus
43195,G000080_R.avi.72036.png,-9,524,148,629,Pomacentridae,Abudefduf,sexfasciatus
43196,G000080_L.avi.78644.png,482,771,727,934,Acanthuridae,Acanthurus,grammoptilus
43197,G000080_R.avi.78411.png,358,771,606,936,Acanthuridae,Acanthurus,grammoptilus
43198,G000080_L.avi.91225.png,172,846,285,969,Chaetodontidae,Chaetodon,auriga
43199,G000080_R.avi.90992.png,116,861,231,976,Chaetodontidae,Chaetodon,auriga
43200,G000080_L.avi.91456.png,511,913,664,1015,Chaetodontidae,Chaetodon,auriga
43201,G000080_R.avi.91223.png,344,909,490,1006,Chaetodontidae,Chaetodon,auriga
43202,G000080_L.avi.91490.png,757,881,914,986,Chaetodontidae,Chaetodon,auriga
43204,G000080_L.avi.97359.png,378,941,584,1078,Labridae,Thalassoma,lunare
43205,G000080_R.avi.97126.png,171,941,374,1076,Labridae,Thalassoma,lunare
43206,G000080_L.avi.97512.png,566,657,782,801,Labridae,Thalassoma,lunare
43207,G000080_R.avi.97279.png,262,665,468,802,Labridae,Thalassoma,lunare
43208,G000080_L.avi.97682.png,802,891,1012,1032,Labridae,Thalassoma,lunare
43209,G000080_R.avi.97449.png,621,877,841,1025,Labridae,Thalassoma,lunare
43210,G000080_L.avi.105912.png,516,633,696,752,Labridae,Coris,aygula
43211,G000080_R.avi.105679.png,575,640,755,760,Labridae,Coris,aygula
43212,G000080_L.avi.106114.png,1193,729,1348,833,Labridae,Coris,aygula
43213,G000080_R.avi.105881.png,1237,708,1379,803,Labridae,Coris,aygula
43214,G000080_L.avi.108024.png,1719,824,1912,953,Labridae,Cheilio,inermis
43215,G000080_R.avi.107791.png,1692,773,1891,905,Labridae,Cheilio,inermis
43220,G000080_L.avi.13010.png,395,631,499,700,Acanthuridae,Acanthurus,triostegus
43221,G000080_R.avi.12777.png,374,651,475,718,Acanthuridae,Acanthurus,triostegus
43222,G000080_L.avi.13507.png,233,605,384,706,Acanthuridae,Naso,annulatus
43223,G000080_R.avi.13274.png,334,636,476,731,Acanthuridae,Naso,annulatus
43224,G000080_L.avi.13545.png,348,571,513,681,Acanthuridae,Naso,annulatus
43225,G000080_R.avi.13312.png,425,594,588,703,Acanthuridae,Naso,annulatus
43227,G000080_R.avi.13914.png,869,658,1000,745,Mullidae,Parupeneus,barberinoides
43230,G000080_L.avi.16538.png,907,790,1034,875,Pomacanthidae,Centropyge,tibicen
43232,G000080_L.avi.16776.png,857,733,962,803,Pomacanthidae,Centropyge,tibicen
43233,G000080_R.avi.16543.png,845,726,947,793,Pomacanthidae,Centropyge,tibicen
43234,G000080_L.avi.23042.png,922,718,1207,908,Mullidae,Mulloidichthys,flavolineatus
43235,G000080_R.avi.22809.png,788,699,1092,901,Mullidae,Mulloidichthys,flavolineatus
43236,G000080_L.avi.23053.png,963,678,1211,843,Mullidae,Mulloidichthys,flavolineatus
43237,G000080_R.avi.22820.png,810,652,1085,835,Mullidae,Mulloidichthys,flavolineatus
43239,G000080_R.avi.22863.png,1200,624,1433,780,Mullidae,Mulloidichthys,flavolineatus
43240,G000080_L.avi.23128.png,1265,672,1456,799,Mullidae,Mulloidichthys,flavolineatus
43241,G000080_R.avi.22895.png,1171,643,1353,765,Mullidae,Mulloidichthys,flavolineatus
43242,G000080_L.avi.26149.png,776,721,935,828,Scaridae,Scarus,schlegeli
43243,G000080_R.avi.25916.png,752,720,895,815,Scaridae,Scarus,schlegeli
43244,G000080_L.avi.31946.png,709,679,981,860,Lethrinidae,Lethrinus,variegatus
43245,G000080_R.avi.31713.png,384,686,647,861,Lethrinidae,Lethrinus,variegatus
43246,G000080_L.avi.31950.png,373,466,558,589,Lethrinidae,Lethrinus,variegatus
43247,G000080_R.avi.31717.png,325,499,494,612,Lethrinidae,Lethrinus,variegatus
43252,G000080_L.avi.23505.png,573,727,739,838,Scaridae,Scarus,rivulatus
43253,G000080_R.avi.23272.png,558,735,713,838,Scaridae,Scarus,rivulatus
43254,G000080_L.avi.39601.png,621,816,983,1057,Serranidae,Epinephelus,rivulatus
43256,G000080_L.avi.39949.png,1375,811,1528,927,Serranidae,Epinephelus,rivulatus
43257,G000080_R.avi.39716.png,1364,778,1540,895,Serranidae,Epinephelus,rivulatus
43258,G000080_L.avi.42126.png,1229,661,1363,750,Balistidae,Rhinecanthus,aculeatus
43260,G000080_L.avi.42645.png,439,661,554,738,Chaetodontidae,Chaetodon,plebeius
43261,G000080_R.avi.42412.png,495,676,602,748,Chaetodontidae,Chaetodon,plebeius
43262,G000080_L.avi.44446.png,61,605,310,772,Labridae,Choerodon,cyanodus
43263,G000080_R.avi.44213.png,85,647,297,789,Labridae,Choerodon,cyanodus
43264,G000080_L.avi.31901.png,954,397,1231,582,Lethrinidae,Lethrinus,variegatus
43265,G000080_R.avi.31668.png,566,395,833,573,Lethrinidae,Lethrinus,variegatus
43266,G000080_L.avi.32129.png,824,412,1085,586,Lethrinidae,Lethrinus,variegatus
43267,G000080_R.avi.31896.png,486,410,742,581,Lethrinidae,Lethrinus,variegatus
43268,G000080_L.avi.32155.png,1180,460,1448,639,Lethrinidae,Lethrinus,variegatus
43269,G000080_R.avi.31922.png,847,431,1118,612,Lethrinidae,Lethrinus,variegatus
43270,G000080_L.avi.32376.png,644,582,888,744,Lethrinidae,Lethrinus,variegatus
43271,G000080_R.avi.32143.png,449,594,670,741,Lethrinidae,Lethrinus,variegatus
43272,G000080_L.avi.52473.png,1165,703,1339,819,Lethrinidae,Lethrinus,atkinsoni
43273,G000080_R.avi.52240.png,1195,673,1374,793,Lethrinidae,Lethrinus,atkinsoni
43274,G000080_L.avi.52478.png,283,634,452,746,Lethrinidae,Lethrinus,atkinsoni
43275,G000080_R.avi.52245.png,384,657,543,764,Lethrinidae,Lethrinus,atkinsoni
43276,G000080_L.avi.91741.png,1176,619,1312,709,Chaetodontidae,Chaetodon,auriga
43277,G000080_R.avi.91508.png,1114,590,1241,683,Chaetodontidae,Chaetodon,auriga
43278,G000080_L.avi.32086.png,1390,781,1648,953,Lethrinidae,Lethrinus,variegatus
43279,G000080_R.avi.31853.png,1128,748,1389,922,Lethrinidae,Lethrinus,variegatus
43280,G000080_L.avi.52535.png,1254,798,1616,1040,Lethrinidae,Lethrinus,atkinsoni
43281,G000080_R.avi.52302.png,991,773,1359,1018,Lethrinidae,Lethrinus,atkinsoni
43282,G000080_L.avi.32218.png,605,272,881,457,Lethrinidae,Lethrinus,variegatus
43283,G000080_R.avi.31985.png,227,297,507,483,Lethrinidae,Lethrinus,variegatus
43284,G000080_L.avi.53349.png,537,536,1003,847,Carangidae,Carangoides,fulvoguttatus
43285,G000080_R.avi.53116.png,451,535,929,854,Carangidae,Carangoides,fulvoguttatus
43288,G000081_L.avi.10107.png,954,588,1062,660,Chaetodontidae,Chaetodon,plebeius
43289,G000081_R.avi.9495.png,898,598,1014,675,Chaetodontidae,Chaetodon,plebeius
43290,G000081_L.avi.10416.png,907,603,1051,699,Chaetodontidae,Chaetodon,lunula
43292,G000081_L.avi.11070.png,450,550,570,630,Scaridae,Chlorurus,sordidus
43293,G000081_R.avi.10458.png,577,571,688,645,Scaridae,Chlorurus,sordidus
43295,G000081_R.avi.10485.png,1202,336,1332,423,Pomacentridae,Abudefduf,sexfasciatus
43296,G000081_L.avi.11125.png,1222,328,1350,413,Pomacentridae,Abudefduf,sexfasciatus
43297,G000081_R.avi.10513.png,1223,334,1350,419,Pomacentridae,Abudefduf,sexfasciatus
43298,G000081_L.avi.11131.png,1248,390,1358,463,Pomacentridae,Abudefduf,sexfasciatus
43299,G000081_R.avi.10519.png,1295,401,1405,475,Pomacentridae,Abudefduf,sexfasciatus
43300,G000081_L.avi.11131.png,1191,419,1325,509,Pomacentridae,Abudefduf,sexfasciatus
43301,G000081_R.avi.10519.png,1137,426,1276,519,Pomacentridae,Abudefduf,sexfasciatus
43302,G000081_L.avi.11210.png,684,351,817,440,Scaridae,Chlorurus,sordidus
43304,G000081_L.avi.11245.png,1491,294,1632,389,Pomacentridae,Abudefduf,sexfasciatus
43305,G000081_R.avi.10633.png,1412,290,1559,387,Pomacentridae,Abudefduf,sexfasciatus
43306,G000081_L.avi.11275.png,839,500,962,582,Scaridae,Chlorurus,sordidus
43307,G000081_R.avi.10663.png,912,517,1037,600,Scaridae,Chlorurus,sordidus
43309,G000081_R.avi.11186.png,110,442,325,586,Labridae,Coris,aygula
43311,G000081_R.avi.11258.png,1495,597,1736,758,Labridae,Coris,aygula
43313,G000081_R.avi.13025.png,938,486,1082,582,Acanthuridae,Acanthurus,grammoptilus
43314,G000081_L.avi.13672.png,1155,422,1316,530,Siganidae,Siganus,argenteus
43316,G000081_L.avi.13672.png,1289,418,1453,527,Siganidae,Siganus,argenteus
43318,G000081_L.avi.13683.png,1080,368,1241,475,Siganidae,Siganus,argenteus
43319,G000081_R.avi.13071.png,1147,379,1311,488,Siganidae,Siganus,argenteus
43320,G000081_L.avi.13690.png,1079,456,1219,549,Acanthuridae,Acanthurus,triostegus
43322,G000081_L.avi.13727.png,928,515,1071,610,Acanthuridae,Acanthurus,triostegus
43323,G000081_R.avi.13115.png,969,531,1111,626,Acanthuridae,Acanthurus,triostegus
43324,G000081_L.avi.13765.png,937,487,1078,581,Acanthuridae,Acanthurus,triostegus
43325,G000081_R.avi.13153.png,954,502,1092,594,Acanthuridae,Acanthurus,triostegus
43326,G000081_L.avi.13795.png,1079,475,1219,569,Acanthuridae,Acanthurus,triostegus
43327,G000081_R.avi.13183.png,1110,491,1244,580,Acanthuridae,Acanthurus,triostegus
43328,G000081_L.avi.13856.png,875,509,1000,592,Acanthuridae,Acanthurus,triostegus
43329,G000081_R.avi.13244.png,923,528,1042,608,Acanthuridae,Acanthurus,triostegus
43331,G000081_R.avi.13292.png,959,473,1092,562,Acanthuridae,Acanthurus,triostegus
43332,G000081_L.avi.15225.png,78,388,243,499,Chaetodontidae,Chaetodon,trifascialis
43341,G000081_R.avi.18444.png,1439,602,1611,716,Labridae,Choerodon,cyanodus
43343,G000081_R.avi.19442.png,1264,571,1492,723,Mullidae,Mulloidichthys,flavolineatus
43344,G000081_L.avi.20070.png,1037,520,1217,640,Mullidae,Mulloidichthys,flavolineatus
43349,G000081_R.avi.19556.png,924,529,1163,687,Mullidae,Mulloidichthys,flavolineatus
43350,G000081_L.avi.29489.png,1166,588,1321,691,Acanthuridae,Naso,annulatus
43351,G000081_R.avi.28877.png,1211,604,1373,712,Acanthuridae,Naso,annulatus
43352,G000081_L.avi.29522.png,576,591,731,694,Acanthuridae,Naso,annulatus
43353,G000081_R.avi.28910.png,599,602,755,706,Acanthuridae,Naso,annulatus
43356,G000081_L.avi.44852.png,1300,325,1507,464,Scaridae,Hipposcarus,longiceps
43357,G000081_R.avi.44240.png,1446,331,1661,474,Scaridae,Hipposcarus,longiceps
43358,G000081_L.avi.45096.png,1151,412,1323,527,Acanthuridae,Naso,unicornis
43359,G000081_R.avi.44484.png,1276,423,1458,544,Acanthuridae,Naso,unicornis
43361,G000081_R.avi.44522.png,863,384,1062,517,Acanthuridae,Naso,unicornis
43362,G000081_L.avi.45157.png,450,281,641,409,Acanthuridae,Naso,unicornis
43363,G000081_R.avi.44545.png,600,310,785,433,Acanthuridae,Naso,unicornis
43364,G000081_L.avi.45214.png,956,392,1137,513,Acanthuridae,Naso,unicornis
43365,G000081_R.avi.44602.png,1058,410,1235,528,Acanthuridae,Naso,unicornis
43366,G000081_L.avi.45214.png,181,410,372,538,Acanthuridae,Naso,unicornis
43367,G000081_R.avi.44602.png,352,438,531,557,Acanthuridae,Naso,unicornis
43368,G000081_L.avi.45226.png,1327,447,1520,576,Acanthuridae,Naso,unicornis
43369,G000081_R.avi.44614.png,1436,454,1645,593,Acanthuridae,Naso,unicornis
43370,G000081_L.avi.45236.png,349,310,534,433,Acanthuridae,Naso,unicornis
43371,G000081_R.avi.44624.png,496,341,672,459,Acanthuridae,Naso,unicornis
43372,G000081_L.avi.45256.png,1332,394,1516,517,Acanthuridae,Naso,unicornis
43373,G000081_R.avi.44644.png,1477,402,1668,529,Acanthuridae,Naso,unicornis
43374,G000081_L.avi.45259.png,318,419,517,552,Acanthuridae,Naso,unicornis
43375,G000081_R.avi.44647.png,477,444,662,568,Acanthuridae,Naso,unicornis
43376,G000081_L.avi.45297.png,1086,410,1302,553,Acanthuridae,Naso,unicornis
43377,G000081_R.avi.44685.png,1176,421,1394,566,Acanthuridae,Naso,unicornis
43378,G000081_L.avi.45330.png,1340,381,1533,510,Acanthuridae,Naso,unicornis
43380,G000081_L.avi.45360.png,501,530,644,625,Siganidae,Siganus,punctatus
43381,G000081_R.avi.44748.png,602,550,734,638,Siganidae,Siganus,punctatus
43382,G000081_L.avi.45419.png,148,375,335,500,Acanthuridae,Naso,unicornis
43383,G000081_R.avi.44807.png,307,406,481,522,Acanthuridae,Naso,unicornis
43384,G000081_L.avi.45426.png,734,416,957,565,Acanthuridae,Naso,unicornis
43385,G000081_R.avi.44814.png,798,434,1014,579,Acanthuridae,Naso,unicornis
43386,G000081_L.avi.45490.png,766,416,923,521,Acanthuridae,Naso,unicornis
43387,G000081_R.avi.44878.png,864,430,1030,541,Acanthuridae,Naso,unicornis
43388,G000081_L.avi.54852.png,752,398,1026,581,Carangidae,Carangoides,fulvoguttatus
43389,G000081_R.avi.54240.png,689,417,957,595,Carangidae,Carangoides,fulvoguttatus
43390,G000081_L.avi.54870.png,621,366,946,583,Carangidae,Carangoides,fulvoguttatus
43391,G000081_R.avi.54258.png,516,380,839,595,Carangidae,Carangoides,fulvoguttatus
43392,G000081_L.avi.56789.png,890,455,1137,620,Mullidae,Parupeneus,cyclostomus
43393,G000081_R.avi.56177.png,894,468,1147,637,Mullidae,Parupeneus,cyclostomus
43394,G000081_L.avi.56806.png,795,396,1023,548,Mullidae,Parupeneus,cyclostomus
43395,G000081_R.avi.56194.png,836,416,1052,561,Mullidae,Parupeneus,cyclostomus
43396,G000081_L.avi.56823.png,783,468,964,589,Mullidae,Parupeneus,cyclostomus
43397,G000081_R.avi.56211.png,858,486,1033,602,Mullidae,Parupeneus,cyclostomus
43399,G000081_R.avi.56235.png,860,528,1066,665,Mullidae,Parupeneus,cyclostomus
43400,G000081_L.avi.56848.png,629,524,829,656,Mullidae,Parupeneus,cyclostomus
43401,G000081_R.avi.56236.png,716,544,900,667,Mullidae,Parupeneus,cyclostomus
43402,G000081_L.avi.56852.png,719,401,941,549,Mullidae,Parupeneus,cyclostomus
43403,G000081_R.avi.56240.png,776,424,980,561,Mullidae,Parupeneus,cyclostomus
43405,G000081_R.avi.56280.png,909,504,1081,619,Labridae,Hologymnosus,doliatus
43406,G000081_L.avi.57898.png,60,418,255,549,Scaridae,Scarus,ghobban
43408,G000081_L.avi.10915.png,771,312,895,395,Pomacentridae,Abudefduf,sexfasciatus
43409,G000081_R.avi.10303.png,750,332,870,412,Pomacentridae,Abudefduf,sexfasciatus
43410,G000081_L.avi.10992.png,421,243,560,336,Pomacentridae,Abudefduf,sexfasciatus
43411,G000081_R.avi.10380.png,369,274,507,365,Pomacentridae,Abudefduf,sexfasciatus
43412,G000081_L.avi.11146.png,821,510,971,611,Scaridae,Chlorurus,sordidus
43414,G000081_L.avi.11211.png,892,332,1013,413,Pomacentridae,Abudefduf,sexfasciatus
43415,G000081_R.avi.10599.png,898,349,1017,428,Pomacentridae,Abudefduf,sexfasciatus
43416,G000081_L.avi.11265.png,498,539,643,636,Scaridae,Chlorurus,sordidus
43418,G000081_L.avi.11522.png,835,545,973,637,Acanthuridae,Acanthurus,olivaceus
43419,G000081_R.avi.10910.png,863,557,999,648,Acanthuridae,Acanthurus,olivaceus
43420,G000081_L.avi.11720.png,480,546,664,668,Scaridae,Scarus,frenatus
43421,G000081_R.avi.11108.png,549,562,724,679,Scaridae,Scarus,frenatus
43422,G000081_L.avi.11836.png,637,590,775,682,Labridae,Anampses,meleagrides
43423,G000081_R.avi.11224.png,667,603,796,689,Labridae,Anampses,meleagrides
43424,G000081_L.avi.11972.png,521,588,725,724,Labridae,Coris,aygula
43425,G000081_R.avi.11360.png,588,604,788,737,Labridae,Coris,aygula
43426,G000081_L.avi.12005.png,1189,591,1410,739,Labridae,Coris,aygula
43427,G000081_R.avi.11393.png,1236,608,1464,760,Labridae,Coris,aygula
43428,G000081_L.avi.13491.png,1465,596,1632,708,Acanthuridae,Acanthurus,dussumieri
43429,G000081_R.avi.12879.png,1489,611,1666,729,Acanthuridae,Acanthurus,dussumieri
43430,G000081_L.avi.13579.png,826,457,1003,575,Acanthuridae,Acanthurus,dussumieri
43431,G000081_R.avi.12967.png,870,472,1045,589,Acanthuridae,Acanthurus,dussumieri
43432,G000081_L.avi.13601.png,877,430,1058,551,Acanthuridae,Acanthurus,dussumieri
43433,G000081_R.avi.12989.png,885,450,1056,564,Acanthuridae,Acanthurus,dussumieri
43434,G000081_L.avi.13607.png,780,543,947,654,Acanthuridae,Acanthurus,grammoptilus
43435,G000081_R.avi.12995.png,829,558,993,668,Acanthuridae,Acanthurus,grammoptilus
43436,G000081_L.avi.13618.png,909,535,1079,649,Labridae,Hemigymnus,melapterus
43437,G000081_R.avi.13006.png,1014,550,1194,671,Labridae,Hemigymnus,melapterus
43438,G000081_L.avi.13675.png,976,446,1139,555,Acanthuridae,Acanthurus,triostegus
43439,G000081_R.avi.13063.png,983,461,1144,569,Acanthuridae,Acanthurus,triostegus
43440,G000081_L.avi.13675.png,937,503,1078,596,Acanthuridae,Acanthurus,triostegus
43441,G000081_R.avi.13063.png,966,517,1104,610,Acanthuridae,Acanthurus,triostegus
43442,G000081_L.avi.13683.png,928,531,1072,627,Acanthuridae,Acanthurus,triostegus
43443,G000081_R.avi.13071.png,934,547,1078,643,Acanthuridae,Acanthurus,triostegus
43444,G000081_L.avi.13792.png,1161,570,1358,702,Labridae,Hemigymnus,melapterus
43445,G000081_R.avi.13180.png,1256,591,1444,716,Labridae,Hemigymnus,melapterus
43446,G000081_L.avi.10194.png,1206,562,1332,645,Chaetodontidae,Chaetodon,plebeius
43447,G000081_R.avi.9582.png,1178,579,1297,659,Chaetodontidae,Chaetodon,plebeius
43448,G000081_L.avi.11023.png,351,429,498,527,Scaridae,Chlorurus,sordidus
43449,G000081_R.avi.10411.png,448,452,586,544,Scaridae,Chlorurus,sordidus
43451,G000081_R.avi.11353.png,599,550,794,680,Labridae,Coris,aygula
43452,G000081_L.avi.12145.png,1196,586,1377,706,Labridae,Coris,aygula
43453,G000081_R.avi.11533.png,1244,598,1436,726,Labridae,Coris,aygula
43454,G000081_L.avi.12252.png,1159,601,1341,722,Labridae,Coris,aygula
43455,G000081_R.avi.11640.png,1217,617,1402,740,Labridae,Coris,aygula
43456,G000081_L.avi.12270.png,511,597,683,711,Scaridae,Scarus,frenatus
43457,G000081_R.avi.11658.png,593,612,763,726,Scaridae,Scarus,frenatus
43458,G000081_L.avi.13664.png,1194,548,1340,646,Acanthuridae,Acanthurus,triostegus
43459,G000081_R.avi.13052.png,1206,559,1357,660,Acanthuridae,Acanthurus,triostegus
43460,G000081_L.avi.13690.png,983,488,1126,583,Acanthuridae,Acanthurus,triostegus
43462,G000081_L.avi.14102.png,965,497,1120,600,Siganidae,Siganus,argenteus
43463,G000081_R.avi.13490.png,1008,505,1178,619,Siganidae,Siganus,argenteus
43464,G000081_L.avi.14167.png,801,538,960,644,Scaridae,Scarus,schlegeli
43465,G000081_R.avi.13555.png,893,552,1052,658,Scaridae,Scarus,schlegeli
43466,G000081_L.avi.29394.png,1174,465,1310,556,Acanthuridae,Naso,annulatus
43467,G000081_R.avi.28782.png,1271,479,1409,571,Acanthuridae,Naso,annulatus
43470,G000081_L.avi.10083.png,932,558,1064,645,Chaetodontidae,Chaetodon,plebeius
43472,G000081_L.avi.10083.png,896,500,1022,584,Chaetodontidae,Chaetodon,plebeius
43474,G000081_L.avi.13675.png,838,495,985,594,Acanthuridae,Acanthurus,triostegus
43475,G000081_R.avi.13063.png,840,510,984,607,Acanthuridae,Acanthurus,triostegus
43476,G000081_L.avi.13712.png,989,470,1132,566,Acanthuridae,Acanthurus,triostegus
43477,G000081_R.avi.13100.png,990,482,1136,580,Acanthuridae,Acanthurus,triostegus
43478,G000081_L.avi.13813.png,1329,575,1472,670,Acanthuridae,Acanthurus,grammoptilus
43479,G000081_R.avi.13201.png,1383,589,1528,686,Acanthuridae,Acanthurus,grammoptilus
43481,G000081_R.avi.13261.png,901,547,1019,625,Acanthuridae,Acanthurus,triostegus
43482,G000081_L.avi.13888.png,1074,406,1252,525,Siganidae,Siganus,argenteus
43483,G000081_R.avi.13276.png,1113,415,1304,541,Siganidae,Siganus,argenteus
43485,G000081_R.avi.27342.png,1048,523,1172,606,Labridae,Thalassoma,lunare
43486,G000081_L.avi.56908.png,676,513,905,665,Mullidae,Parupeneus,cyclostomus
43487,G000081_R.avi.56296.png,697,537,897,670,Mullidae,Parupeneus,cyclostomus
43490,G000081_L.avi.57795.png,612,442,792,562,Labridae,Gomphosus,varius
43492,G000081_L.avi.58059.png,792,562,947,665,Scaridae,Scarus,ghobban
43493,G000081_R.avi.57447.png,919,581,1066,679,Scaridae,Scarus,ghobban
43494,G000081_L.avi.70366.png,530,795,676,893,Pomacentridae,Pomacentrus,vaiuli
43495,G000081_R.avi.69754.png,294,793,424,879,Pomacentridae,Pomacentrus,vaiuli
43496,G000081_L.avi.10712.png,1315,603,1447,690,Pomacanthidae,Pomacanthus,semicirculatus
43497,G000081_R.avi.10100.png,1421,620,1557,710,Pomacanthidae,Pomacanthus,semicirculatus
43498,G000081_L.avi.10846.png,497,561,623,645,Scaridae,Chlorurus,sordidus
43499,G000081_R.avi.10234.png,615,579,734,659,Scaridae,Chlorurus,sordidus
43500,G000081_L.avi.13767.png,813,480,950,571,Acanthuridae,Acanthurus,triostegus
43501,G000081_R.avi.13155.png,855,496,985,583,Acanthuridae,Acanthurus,triostegus
43502,G000081_L.avi.45626.png,843,403,1036,531,Acanthuridae,Naso,unicornis
43504,G000081_L.avi.46026.png,17,440,174,545,Acanthuridae,Naso,vlamingii
43505,G000081_R.avi.45414.png,134,470,275,564,Acanthuridae,Naso,vlamingii
43506,G000081_L.avi.13711.png,1133,471,1270,562,Acanthuridae,Acanthurus,triostegus
43507,G000081_R.avi.13099.png,1156,484,1292,574,Acanthuridae,Acanthurus,triostegus
43508,G000081_L.avi.45297.png,571,265,783,406,Acanthuridae,Naso,unicornis
43509,G000081_R.avi.44685.png,694,293,895,427,Acanthuridae,Naso,unicornis
43510,G000081_L.avi.73498.png,1344,778,1542,910,Labridae,Thalassoma,lutescens
43511,G000081_R.avi.72886.png,1218,803,1396,922,Labridae,Thalassoma,lutescens
43513,G000081_R.avi.72915.png,63,660,249,784,Labridae,Thalassoma,lutescens
43515,G000081_R.avi.72925.png,193,659,368,776,Labridae,Thalassoma,lutescens
43517,G000081_R.avi.74160.png,687,873,1044,1112,Lethrinidae,Lethrinus,atkinsoni
43518,G000081_L.avi.74830.png,368,618,672,820,Lethrinidae,Lethrinus,atkinsoni
43519,G000081_R.avi.74218.png,220,628,507,820,Lethrinidae,Lethrinus,atkinsoni
43520,G000081_L.avi.74889.png,503,609,698,739,Lethrinidae,Lethrinus,atkinsoni
43521,G000081_R.avi.74277.png,504,617,697,746,Lethrinidae,Lethrinus,atkinsoni
43522,G000081_L.avi.80258.png,1517,465,1646,552,Acanthuridae,Zebrasoma,scopas
43523,G000081_R.avi.79646.png,1553,472,1692,565,Acanthuridae,Zebrasoma,scopas
43524,G000081_L.avi.80296.png,1228,449,1353,532,Acanthuridae,Naso,lituratus
43525,G000081_R.avi.79684.png,1287,457,1422,546,Acanthuridae,Naso,lituratus
43526,G000081_L.avi.80370.png,1612,478,1784,593,Acanthuridae,Naso,lituratus
43527,G000081_R.avi.79758.png,1729,484,1917,609,Acanthuridae,Naso,lituratus
43528,G000081_L.avi.99990.png,1175,799,1465,992,Pomacentridae,Neoglyphidodon,melas
43529,G000081_R.avi.99378.png,645,798,941,995,Pomacentridae,Neoglyphidodon,melas
